Rk,X,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y.A,TD.1,Tgt,Rec,Yds.2,Y.R,TD.2,FantPt,DKPt,FDPt,VBD,PosRank,OvRank,namecode
336,Naufahu Tahi\TahiNa00,MIN,RB,28,15,2,0,0,0,0,0,3,5,1.67,0,12,10,67,6.70,1,13,23.2,18.2,,103,,TahiNa00
337,Anthony Becht\BechAn00,ARI,TE,32,16,10,0,0,0,0,0,0,0,,0,12,7,61,8.71,1,12,18.6,14.6,,60,,BechAn00
338,Brad Cottam\CottBr00,KAN,TE,25,8,1,0,0,0,0,0,0,0,,0,15,9,120,13.33,0,12,24.0,16.5,,61,,CottBr00
339,Michael Gaines\GainMi00,2TM,TE,29,10,7,0,0,0,0,0,0,0,,0,9,5,59,11.80,1,12,16.9,14.4,,62,,GainMi00
340,Brandon Lloyd\LloyBr00,DEN,WR,28,2,1,0,0,0,0,0,0,0,,0,18,8,117,14.63,0,12,22.7,15.7,,117,,LloyBr00
341,Ovie Mughelli\MughOv00,ATL,RB,29,14,7,0,0,0,0,0,4,10,2.50,0,10,7,51,7.29,1,12,19.1,15.6,,108,,MughOv00
342,Jarett Dillard\DillJa00,JAX,WR,24,7,0,0,0,0,0,0,0,0,,0,8,6,106,17.67,0,11,19.6,13.6,,120,,DillJa00
343,Brian Finneran\FinnBr00,ATL,WR,33,10,2,0,0,0,0,0,0,0,,0,16,11,111,10.09,0,11,25.1,16.6,,118,,FinnBr00
344,Lavelle Hawkins\HawkLa00,TEN,WR,23,10,0,0,0,0,0,0,0,0,,0,14,7,110,15.71,0,11,21.0,14.5,,119,,HawkLa00
345,Tarvaris Jackson\JackTa00,MIN,QB,26,8,0,14,21,201,1,0,17,-10,-0.59,0,0,0,0,,0,11,11.0,11.0,,55,,JackTa00
346,Matt Leinart\LeinMa00,ARI,QB,26,8,1,51,77,435,0,3,9,-6,-0.67,0,0,0,0,,0,11,16.3,12.8,,56,,LeinMa00
347,Brian Robiskie\RobiBr00,CLE,WR,22,11,1,0,0,0,0,0,0,0,,0,20,7,106,15.14,0,11,20.6,14.1,,121,,RobiBr00
348,Tom Santi\SantTo00,IND,TE,24,3,2,0,0,0,0,0,0,0,,0,11,8,107,13.38,0,11,21.2,13.7,,63,,SantTo00
349,Eldra Buckley\BuckEl00,PHI,RB,24,16,0,0,0,0,0,0,15,44,2.93,1,0,0,0,,0,10,10.4,10.4,,109,,BuckEl00
350,Jacob Hester\HestJa00,SDG,RB,24,15,10,0,0,0,0,0,21,74,3.52,0,11,9,24,2.67,0,10,24.3,19.3,,110,,HestJa00
351,Ruvell Martin\MartRu00,STL,WR,27,8,0,0,0,0,0,0,0,0,,0,12,6,99,16.50,0,10,15.9,12.9,,123,,MartRu00
352,Kevin Ogletree\OgleKe00,DAL,WR,22,11,0,0,0,0,0,0,1,6,6.00,0,8,7,96,13.71,0,10,16.2,11.7,,122,,OgleKe00
353,Gary Russell\RussGa00,OAK,RB,23,12,4,0,0,0,0,0,3,0,0.00,0,15,12,96,8.00,0,10,21.1,14.6,,111,,RussGa00
354,Derek Schouman\SchoDe00,BUF,TE,24,2,2,0,0,0,0,0,0,0,,0,11,9,103,11.44,0,10,22.3,14.8,,64,,SchoDe00
355,Billy Volek\VoleBi00,SDG,QB,33,4,0,20,31,231,1,1,9,-9,-1.00,0,0,0,0,,0,10,11.3,11.3,,57,,VoleBi00
356,Billy Bajema\BajeBi00,STL,TE,27,16,5,0,0,0,0,0,0,0,,0,11,8,94,11.75,0,9,17.4,13.4,,65,,BajeBi00
357,LaMont Jordan\JordLa00,DEN,RB,31,9,0,0,0,0,0,0,25,86,3.44,0,4,0,0,,0,9,8.6,8.6,,114,,JordLa00
358,Corey McIntyre\McInCo00,BUF,RB,30,15,4,0,0,0,0,0,5,34,6.80,0,8,7,55,7.86,0,9,15.9,12.4,,112,,McInCo00
359,Matt Spaeth\SpaeMa00,PIT,TE,26,16,8,0,0,0,0,0,0,0,,0,7,5,25,5.00,1,9,13.0,10.0,,68,,SpaeMa00
360,Kory Sperry\SperKo00,MIA,TE,24,8,1,0,0,0,0,0,0,0,,0,6,3,31,10.33,1,9,12.1,10.6,,66,,SperKo00
361,Lawrence Vickers\VickLa00,CLE,RB,26,16,9,0,0,0,0,0,0,0,,0,18,8,27,3.38,1,9,16.2,11.7,,113,,VickLa00
362,Todd Watkins\WatkTo20,OAK,WR,26,13,1,0,0,0,0,0,0,0,,0,19,8,90,11.25,0,9,17.0,13.0,,124,,WatkTo20
363,Kris Wilson\WilsKr00,SDG,TE,28,16,0,0,0,0,0,0,0,0,,0,6,4,28,7.00,1,9,12.8,10.8,,67,,WilsKr00
364,Kevin Curtis\CurtKe00,PHI,WR,31,3,1,0,0,0,0,0,0,0,,0,15,6,77,12.83,0,8,13.7,10.7,,126,,CurtKe00
365,Darnell Dinkins\DinkDa00,NOR,TE,32,11,3,0,0,0,0,0,0,0,,0,7,5,22,4.40,1,8,13.2,10.7,,69,,DinkDa00
366,Ahmard Hall\HallAh00,TEN,RB,30,16,7,0,0,0,0,0,1,5,5.00,0,16,12,79,6.58,0,8,19.4,12.4,,115,,HallAh00
367,Madison Hedgecock\HedgMa00,NYG,RB,28,16,9,0,0,0,0,0,0,0,,0,9,4,23,5.75,1,8,12.3,10.3,,116,,HedgMa00
368,Sinorice Moss\MossSi00,NYG,WR,26,8,0,0,0,0,0,0,0,0,,0,4,1,18,18.00,1,8,8.3,7.3,,125,,MossSi00
369,Owen Schmitt\SchmOw00,SEA,RB,24,15,1,0,0,0,0,0,0,0,,0,11,6,21,3.50,1,8,14.1,11.1,,117,,SchmOw00
370,Troy Smith\SmitTr02,BAL,QB,25,4,0,5,9,24,0,1,8,31,3.88,1,0,0,0,,0,8,9.1,9.1,,59,,SmitTr02
371,Drew Stanton\StanDr00,DET,QB,25,3,1,26,51,259,0,6,9,33,3.67,1,0,0,0,,0,8,13.2,12.7,,60,,StanDr00
372,Tony Stewart\StewTo00,OAK,TE,30,15,4,0,0,0,0,0,0,0,,0,15,10,78,7.80,0,8,17.8,12.8,,70,,StewTo00
373,Pat White\WhitPa01,MIA,QB,23,13,0,0,5,0,0,0,21,81,3.86,0,0,0,0,,0,8,7.6,7.1,,58,,WhitPa01
374,Brian Clark\ClarBr00,TAM,WR,26,14,0,0,0,0,0,0,0,0,,0,18,6,65,10.83,0,7,12.5,9.5,,129,,ClarBr00
375,Jared Cook\CookJa02,TEN,TE,22,14,0,0,0,0,0,0,0,0,,0,15,9,74,8.22,0,7,16.4,11.9,,71,,CookJa02
376,Terrance Copper\CoppTe00,KAN,WR,27,15,2,0,0,0,0,0,0,0,,0,6,4,68,17.00,0,7,10.8,8.8,,127,,CoppTe00
377,Joey Galloway\GallJo00,NWE,WR,38,3,2,0,0,0,0,0,0,0,,0,20,7,67,9.57,0,7,13.7,10.2,,128,,GallJo00
378,Jim Kleinsasser\KleiJi00,MIN,TE,32,16,8,0,0,0,0,0,0,0,,0,16,10,70,7.00,0,7,17.0,12.0,,72,,KleiJi00
379,Chris Ogbonnaya\OgboCh00,STL,RB,23,2,0,0,0,0,0,0,11,50,4.55,0,2,1,19,19.00,0,7,7.9,7.4,,119,,OgboCh00
380,Louis Rankin\RankLo00,2TM,RB,24,9,0,0,0,0,0,0,8,36,4.50,0,7,5,33,6.60,0,7,11.4,8.4,,118,,RankLo00
381,Travis Beckum\BeckTr00,NYG,TE,22,15,2,0,0,0,0,0,0,0,,0,10,8,55,6.88,0,6,13.5,9.5,,78,,BeckTr00
382,James Casey\CaseJa00,HOU,TE,25,15,0,0,0,0,0,0,0,0,,0,12,6,64,10.67,0,6,12.4,9.4,,73,,CaseJa00
383,Patrick Cobbs\CobbPa00,MIA,RB,26,5,0,0,0,0,0,0,6,36,6.00,0,4,3,23,7.67,0,6,8.9,7.4,,121,,CobbPa00
384,Todd Collins\CollTo00,WAS,QB,38,3,0,12,23,144,0,0,1,0,0.00,0,0,0,0,,0,6,4.8,3.8,,61,,CollTo00
385,Craig Davis\DaviCr00,SDG,WR,24,1,0,0,0,0,0,0,1,4,4.00,0,7,6,52,8.67,0,6,11.6,8.6,,132,,DaviCr00
386,Bobby Engram\EngrBo00,KAN,WR,36,5,0,0,0,0,0,0,0,0,,0,10,5,61,12.20,0,6,11.1,8.6,,130,,EngrBo00
387,Derek Fine\FineDe00,BUF,TE,26,8,6,0,0,0,0,0,0,0,,0,18,9,64,7.11,0,6,15.4,10.9,,74,,FineDe00
388,Ben Hartsock\HartBe00,NYJ,TE,29,16,7,0,0,0,0,0,0,0,,0,4,1,2,2.00,1,6,7.2,6.7,,75,,HartBe00
389,Kenny Moore\MoorKe00,CAR,WR,24,12,1,0,0,0,0,0,0,0,,0,11,6,59,9.83,0,6,11.4,7.9,,131,,MoorKe00
390,Adrian Peterson\PeteAd00,CHI,RB,30,14,0,0,0,0,0,0,7,51,7.29,0,2,2,11,5.50,0,6,8.2,7.2,,120,,PeteAd00
391,John Phillips\PhilJo00,DAL,TE,22,16,4,0,0,0,0,0,0,0,,0,9,7,62,8.86,0,6,13.2,9.7,,77,,PhilJo00
392,Tony Richardson\RichTo00,NYJ,RB,38,16,10,0,0,0,0,0,7,48,6.86,0,5,3,10,3.33,0,6,8.8,7.3,,122,,RichTo00
393,Gijon Robinson\RobiGi21,IND,TE,25,13,10,0,0,0,0,0,0,0,,0,15,9,62,6.89,0,6,15.2,10.7,,76,,RobiGi21
394,Derrick Williams\WillDe05,DET,WR,23,11,0,0,0,0,0,0,1,4,4.00,0,13,6,52,8.67,0,6,10.6,6.6,,133,,WillDe05
395,Kellen Clemens\ClemKe00,NYJ,QB,26,10,1,13,26,125,0,0,12,1,0.08,0,0,0,0,,0,5,4.1,3.1,,62,,ClemKe00
396,Greg Estandia\EstaGr01,2TM,TE,27,6,1,0,0,0,0,0,0,0,,0,13,4,45,11.25,0,5,8.5,6.5,,79,,EstaGr01
397,Samkon Gado\GadoSa00,STL,RB,27,15,0,0,0,0,0,0,14,26,1.86,0,3,3,25,8.33,0,5,8.1,6.6,,124,,GadoSa00
398,Jeremi Johnson\JohnJe00,CIN,RB,29,16,8,0,0,0,0,0,4,8,2.00,0,12,6,41,6.83,0,5,10.4,6.9,,126,,JohnJe00
399,Quinten Lawrence\LawrQu00,KAN,WR,25,6,1,0,0,0,0,0,2,42,21.00,0,2,1,9,9.00,0,5,6.1,5.6,,134,,LawrQu00
400,Javon Ringer\RingJa00,TEN,RB,22,7,0,0,0,0,0,0,8,48,6.00,0,0,0,0,,0,5,4.8,4.8,,127,,RingJa00
401,Aaron Stecker\StecAa00,ATL,RB,34,9,0,0,0,0,0,0,5,15,3.00,0,5,5,34,6.80,0,5,9.9,7.4,,125,,StecAa00
402,Albert Young\YounAl01,MIN,RB,24,7,0,0,0,0,0,0,12,53,4.42,0,0,0,0,,0,5,5.3,5.3,,123,,YounAl01
403,Arnaz Battle\BattAr00,SFO,WR,29,15,0,0,0,0,0,0,0,0,,0,5,5,40,8.00,0,4,6.0,0.5,,136,,BattAr00
404,Korey Hall\HallKo99,GNB,RB,26,11,5,0,0,0,0,0,0,0,,0,7,5,41,8.20,0,4,9.1,6.6,,130,,HallKo99
405,Gartrell Johnson\JohnGa01,NYG,RB,23,10,0,0,0,0,0,0,13,43,3.31,0,1,0,0,,0,4,4.3,4.3,,128,,JohnGa01
406,Greg Jones\JoneGr01,JAX,RB,28,13,7,0,0,0,0,0,4,23,5.75,0,10,5,14,2.80,0,4,8.7,6.2,,132,,JoneGr01
407,Ben Obomanu\ObomBe00,SEA,WR,26,14,0,0,0,0,0,0,0,0,,0,5,4,41,10.25,0,4,7.6,5.1,,135,,ObomBe00
408,Kolby Smith\SmitKo00,KAN,RB,25,4,0,0,0,0,0,0,15,33,2.20,0,2,2,9,4.50,0,4,6.2,5.2,,129,,SmitKo00
409,Stephen Spach\SpacSt00,ARI,TE,27,7,5,0,0,0,0,0,0,0,,0,10,4,38,9.50,0,4,7.8,5.8,,81,,SpacSt00
410,Jonathan Stupar\StupJo00,BUF,TE,25,14,2,0,0,0,0,0,0,0,,0,11,6,40,6.67,0,4,10.0,7.0,,80,,StupJo00
411,Jacob Tamme\TammJa00,IND,TE,24,16,1,0,0,0,0,0,0,0,,0,10,3,35,11.67,0,4,6.5,5.0,,82,,TammJa00
412,Tyler Thigpen\ThigTy00,2TM,QB,25,2,0,4,8,83,1,2,2,3,1.50,0,0,0,0,,0,4,5.6,5.6,,63,,ThigTy00
413,DeShawn Wynn\WynnDe00,GNB,RB,26,4,0,0,0,0,0,0,6,19,3.17,0,7,2,19,9.50,0,4,5.8,4.8,,131,,WynnDe00
414,Hank Baskett\BaskHa00,2TM,WR,27,12,0,0,0,0,0,0,0,0,,0,12,5,34,6.80,0,3,8.4,5.9,,137,,BaskHa00
415,Darcy Johnson\JohnDa03,NYG,TE,26,13,4,0,0,0,0,0,0,0,,0,7,5,32,6.40,0,3,7.7,4.7,,83,,JohnDa03
416,Luke Lawton\LawtLu00,OAK,RB,29,13,3,0,0,0,0,0,0,0,,0,10,7,31,4.43,0,3,10.1,6.6,,133,,LawtLu00
417,Marko Mitchell\MitcMa00,WAS,WR,24,10,0,0,0,0,0,0,0,0,,0,7,4,32,8.00,0,3,7.2,5.2,,139,,MitcMa00
418,Jake Nordin\NordJa00,DET,TE,25,4,1,0,0,0,0,0,0,0,,0,3,2,26,13.00,0,3,4.6,3.6,,85,,NordJa00
419,J.T. O'Sullivan\OSulJ.00,CIN,QB,30,3,0,4,11,40,0,0,3,12,4.00,0,0,0,0,,0,3,1.8,0.8,,64,,OSulJ.00
420,Michael Robinson\RobiMi00,SFO,WR,26,15,0,0,0,0,0,0,3,2,0.67,0,11,6,24,4.00,0,3,8.6,5.6,,140,,RobiMi00
421,Alex Smith\SmitAl02,PHI,TE,27,16,5,0,0,0,0,0,0,0,,0,8,3,25,8.33,0,3,5.5,4.0,,86,,SmitAl02
422,L.J. Smith\SmitL.00,BAL,TE,29,12,0,0,0,0,0,0,0,0,,0,3,2,31,15.50,0,3,5.1,4.1,,84,,SmitL.00
423,Brian St. Pierre\St.PBr20,ARI,QB,30,1,0,2,4,12,1,1,1,2,2.00,0,0,0,0,,0,3,3.2,2.7,,65,,St.PBr20
424,Troy Williamson\WillTr01,JAX,WR,26,2,1,0,0,0,0,0,0,0,,0,4,3,34,11.33,0,3,5.9,3.9,,138,,WillTr01
425,Ramses Barden\BardRa00,NYG,WR,23,3,0,0,0,0,0,0,0,0,,0,1,1,16,16.00,0,2,2.6,2.1,,144,,BardRa00
426,Jackie Battle\BattJa00,KAN,RB,26,5,0,0,0,0,0,0,7,21,3.00,0,2,2,-3,-1.50,0,2,3.8,2.8,,141,,BattJa00
427,Brian Brohm\BrohBr00,BUF,QB,24,2,1,17,29,146,0,2,3,-3,-1.00,0,0,0,0,,0,2,3.5,3.5,,67,,BrohBr00
428,Carey Davis\DaviCa00,PIT,RB,28,6,0,0,0,0,0,0,2,15,7.50,0,0,0,0,,0,2,1.5,1.5,,143,,DaviCa00
429,Jason Davis\DaviJa00,CLE,,26,2,0,0,0,0,0,0,9,15,1.67,0,5,4,5,1.25,0,2,6.0,4.0,,136,,DaviJa00
430,Kyle Eckel\EckeKy00,NOR,RB,28,7,2,0,0,0,0,0,2,6,3.00,0,3,2,14,7.00,0,2,4.0,3.0,,139,,EckeKy00
431,John Gilmore\GilmJo00,TAM,TE,30,13,2,0,0,0,0,0,0,0,,0,7,3,23,7.67,0,2,5.3,3.8,,87,,GilmJo00
432,Verron Haynes\HaynVe00,ATL,RB,30,7,2,0,0,0,0,0,0,0,,0,4,3,20,6.67,0,2,5.0,3.5,,140,,HaynVe00
433,Brandon Jones\JoneBr02,SFO,WR,27,8,0,0,0,0,0,0,0,0,,0,5,1,18,18.00,0,2,2.8,2.3,,142,,JoneBr02
434,Mike Karney\KarnMi00,STL,RB,28,14,8,0,0,0,0,0,2,8,4.00,0,9,6,16,2.67,0,2,8.4,5.4,,134,,KarnMi00
435,Dan Kreider\KreiDa00,ARI,RB,32,14,3,0,0,0,0,0,0,0,,0,6,4,20,5.00,0,2,6.0,4.0,,137,,KreiDa00
436,Brandon Myers\MyerBr00,OAK,TE,24,11,2,0,0,0,0,0,0,0,,0,6,4,19,4.75,0,2,5.9,3.9,,88,,MyerBr00
437,Xavier Omon\OmonXa00,BUF,RB,24,5,0,0,0,0,0,0,5,22,4.40,0,1,0,0,,0,2,2.2,2.2,,135,,OmonXa00
438,Kassim Osgood*\OsgoKa00,SDG,WR,29,16,0,0,0,0,0,0,0,0,,0,5,1,17,17.00,0,2,2.7,2.2,,143,,OsgoKa00
439,John Owens\OwenJo00,SEA,TE,29,16,3,0,0,0,0,0,0,0,,0,6,3,16,5.33,0,2,4.6,3.1,,89,,OwenJo00
440,Jalen Parmele\ParmJa00,BAL,RB,24,7,0,0,0,0,0,0,5,17,3.40,0,0,0,0,,0,2,1.7,1.7,,142,,ParmJa00
441,Marcel Reece\ReecMa00,OAK,RB,24,2,0,0,0,0,0,0,0,0,,0,4,2,20,10.00,0,2,4.0,3.0,,138,,ReecMa00
442,Isaiah Stanback\StanIs00,NWE,QB,25,6,2,0,0,0,0,0,0,0,,0,7,3,22,7.33,0,2,5.2,3.7,,66,,StanIs00
443,Wallace Wright\WrigWa00,NYJ,WR,25,16,0,0,0,0,0,0,0,0,,0,3,2,21,10.50,0,2,4.1,3.1,,141,,WrigWa00
444,Deon Anderson\AndeDe01,DAL,RB,26,16,9,0,0,0,0,0,0,0,,0,3,1,5,5.00,0,1,1.5,1.0,,147,,AndeDe01
445,Charlie Batch\BatcCh00,PIT,QB,35,1,0,1,2,17,0,0,0,0,,0,0,0,0,,0,1,0.7,0.7,,69,,BatcCh00
446,Mark Brunell\BrunMa00,NOR,QB,39,16,1,15,30,102,0,1,4,-12,-3.00,0,0,0,0,,0,1,1.9,1.9,,68,,BrunMa00
447,Tim Carter\CartTi00,STL,WR,30,2,0,0,0,0,0,0,0,0,,0,5,1,6,6.00,0,1,1.6,1.1,,150,,CartTi00
448,Yamon Figurs\FiguYa00,2TM,WR,26,6,0,0,0,0,0,0,1,-2,-2.00,0,2,1,7,7.00,0,1,1.5,1.0,,154,,FiguYa00
449,Tyler Grisham\GrisTy00,PIT,WR,22,4,0,0,0,0,0,0,0,0,,0,2,1,14,14.00,0,1,2.4,1.9,,145,,GrisTy00
450,James Hardy\HardJa00,BUF,WR,24,2,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,1,1.9,1.4,,149,,HardJa00
451,Anthony Hill\HillAn00,HOU,TE,24,5,0,0,0,0,0,0,0,0,,0,2,1,9,9.00,0,1,1.9,1.4,,94,,HillAn00
452,Tory Humphrey\HumpTo00,NOR,TE,26,1,0,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,1,1.7,1.2,,95,,HumpTo00
453,David Johnson\JohnDa05,PIT,TE,22,15,3,0,0,0,0,0,0,0,,0,4,2,9,4.50,0,1,2.9,1.9,,92,,JohnDa05
454,Jaymar Johnson\JohnJa01,MIN,WR,25,6,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,1,1.9,1.4,,148,,JohnJa01
455,Steve Johnson\JohnSt00,BUF,WR,23,5,0,0,0,0,0,0,0,0,,0,3,2,10,5.00,0,1,3.0,2.0,,147,,JohnSt00
456,Jordan Kent\KentJo20,STL,WR,25,5,0,0,0,0,0,0,0,0,,0,3,1,5,5.00,0,1,1.5,1.0,,157,,KentJo20
457,Joe Klopfenstein\KlopJo00,BUF,TE,26,1,1,0,0,0,0,0,0,0,,0,2,1,11,11.00,0,1,2.1,1.6,,91,,KlopJo00
458,Brandon Manumaleuna\ManuBr00,SDG,TE,29,16,5,0,0,0,0,0,0,0,,0,7,5,13,2.60,0,1,6.3,3.8,,90,,ManuBr00
459,Charly Martin\MartCh00,CAR,WR,25,7,0,0,0,0,0,0,0,0,,0,2,1,6,6.00,0,1,1.6,1.1,,152,,MartCh00
460,Jason McKie\McKiJa00,CHI,RB,29,16,11,0,0,0,0,0,0,0,,0,10,5,13,2.60,0,1,6.3,3.8,,144,,McKiJa00
461,Jake O'Connell\OConJa00,KAN,TE,24,4,2,0,0,0,0,0,0,0,,0,10,2,7,3.50,0,1,2.7,1.7,,96,,OConJa00
462,Bear Pascoe\PascBe00,NYG,TE,23,4,1,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,1,1.9,1.4,,93,,PascBe00
463,Courtney Roby\RobyCo00,NOR,WR,26,15,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,1,6.6,5.1,,151,,RobyCo00
464,Kory Sheets\SheeKo00,MIA,RB,24,2,0,0,0,0,0,0,1,5,5.00,0,0,0,0,,0,1,0.5,0.5,,148,,SheeKo00
465,Matt Slater\SlatMa00,NWE,WR,24,14,0,0,0,0,0,0,1,6,6.00,0,0,0,0,,0,1,0.6,0.6,,153,,SlatMa00
466,Terrelle Smith\SmitTe00,DET,RB,31,8,0,0,0,0,0,0,0,0,,0,4,2,7,3.50,0,1,2.7,1.7,,145,,SmitTe00
467,John Standeford\StanJo00,DET,WR,27,2,0,0,0,0,0,0,0,0,,0,3,1,5,5.00,0,1,1.5,1.0,,156,,StanJo00
468,Limas Sweed\SweeLi00,PIT,WR,25,9,0,0,0,0,0,0,0,0,,0,5,1,5,5.00,0,1,1.5,1.0,,155,,SweeLi00
469,Brandon Tate\TateBr00,NWE,WR,22,2,1,0,0,0,0,0,1,11,11.00,0,2,0,0,,0,1,1.1,1.1,,146,,TateBr00
470,Javarris Williams\WillJa05,KAN,RB,23,4,0,0,0,0,0,0,6,6,1.00,0,1,0,0,,0,1,0.6,0.6,,146,,WillJa05
471,Jake Allen\AlleJa24,2TM,,24,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,171,,AlleJa24
472,B.J. Askew\AskeB.00,TAM,RB,29,5,2,0,0,0,0,0,1,0,0.00,0,2,2,3,1.50,0,,2.3,1.3,,151,,AskeB.00
473,Brock Bolen\BoleBr00,JAX,,24,3,0,0,0,0,0,0,0,0,,0,3,0,0,,0,,,,,157,,BoleBr00
474,Colin Cloherty\ClohCo00,IND,TE,22,1,0,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,,1.2,0.7,,99,,ClohCo00
475,Andre Coleman\ColeAn21,SDG,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,103,,ColeAn21
476,James Dearth\DearJa00,NYJ,,33,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,112,,DearJa00
477,Biren Ealy\EalyBi00,GNB,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,167,,EalyBi00
478,Dominique Edison\EdisDo00,TEN,,23,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,176,,EdisDo00
479,Tony Fiammetta\FiamTo00,CAR,,23,10,2,0,0,0,0,0,0,0,,0,3,0,0,,0,,,,,154,,FiamTo00
480,Matt Flynn\FlynMa00,GNB,QB,24,15,0,7,12,58,0,1,5,-5,-1.00,0,0,0,0,,0,,0.8,0.8,,78,,FlynMa00
481,Eric Fowler\FowlEr20,DET,,25,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,180,,FowlEr20
482,Jeff Garcia\GarcJe00,PHI,QB,39,1,0,0,0,0,0,0,3,-2,-0.67,0,0,0,0,,0,,-0.7,-1.2,,79,,GarcJe00
483,Sam Giguere\GiguSa00,IND,,24,1,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,182,,GiguSa00
484,Anthony Gonzalez\GonzAn00,IND,,25,1,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,170,,GonzAn00
485,Dan Gronkowski\GronDa00,DET,TE,24,2,0,0,0,0,0,0,0,0,,0,3,1,4,4.00,0,,1.4,0.9,,97,,GronDa00
486,Rex Grossman\GrosRe00,HOU,QB,29,1,0,3,9,33,0,1,3,9,3.00,0,0,0,0,,0,,0.7,0.2,,70,,GrosRe00
487,Matt Gutierrez\GutiMa00,KAN,QB,25,1,0,1,1,3,0,0,0,0,,0,0,0,0,,0,,0.1,0.1,,71,,GutiMa00
488,Justin Harper\HarpJu01,BAL,,24,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,178,,HarpJu01
489,Clark Harris\HarrCl20,CIN,,25,11,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,105,,HarrCl20
490,Mike Hass\HassMi00,SEA,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,179,,HassMi00
491,Chris Henry\HenrCh01,TEN,,24,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,158,,HenrCh01
492,Darius Hill\HillDa03,CIN,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,102,,HillDa03
493,Nathan Hodel\HodeNa20,DET,,32,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,110,,HodeNa20
494,Kareem Huggins\HuggKa00,TAM,,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,155,,HuggKa00
495,Juaquin Iglesias\IgleJu00,CHI,,22,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,184,,IgleJu00
496,Justin Jenkins\JenkJu00,BUF,WR,29,12,0,0,0,0,0,0,1,-3,-3.00,0,0,0,0,,0,,-0.3,-0.3,,186,,JenkJu00
497,Adam Jennings\JennAd00,DET,,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,160,,JennAd00
498,Brian Jennings\JennBr00,SFO,,33,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,107,,JennBr00
499,Quinn Johnson\JohnQu00,GNB,RB,23,9,0,0,0,0,0,0,0,0,,0,4,2,4,2.00,0,,2.4,1.4,,149,,JohnQu00
500,Nate Jones\JoneNa21,STL,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,172,,JoneNa21
501,Matt Lawrence\LawrMa00,BAL,RB,24,8,0,0,0,0,0,0,4,0,0.00,0,1,1,4,4.00,0,,1.4,0.9,,150,,LawrMa00
502,Mike Leach\LeacMi00,ARI,,33,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,106,,LeacMi00
503,J.P. Losman\LosmJ.00,OAK,QB,28,1,0,0,1,0,0,0,0,0,,0,0,0,0,,0,,,,,76,,LosmJ.00
504,Elbert Mack\MackEl20,TAM,,23,15,3,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,183,,MackEl20
505,Marcus Mailei\MailMa00,NOR,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,162,,MailMa00
506,Glenn Martinez\MartGl00,HOU,,28,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,165,,MartGl00
507,Michael Matthews\MattMi00,2TM,,26,7,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,113,,MattMi00
508,Josh McCown\McCoJo01,CAR,QB,30,1,0,1,6,2,0,0,0,0,,0,0,0,0,,0,,0.1,0.1,,73,,McCoJo01
509,Luke McCown\McCoLu00,JAX,QB,28,3,0,1,3,2,0,0,0,0,,0,0,0,0,,0,,0.1,0.1,,72,,McCoLu00
510,Shaun McDonald\McDoSh00,PIT,,28,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,173,,McDoSh00
511,Kenny McKinley\McKiKe00,DEN,,22,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,181,,McKiKe00
512,Sean Morey\MoreSe00,ARI,,33,13,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,174,,MoreSe00
